Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,3.7866175074101713,3.4839512466625044,11.796,15.44,69.78698372840881
2,3.1677005419036006,3.0267999354441453,21.7,26.18,70.18401384353638
3,2.839740628781526,2.679563074354913,27.874,31.59,69.92502737045288
4,2.598483136547801,2.574398927627855,32.948,33.71,69.05120468139648
5,2.427702983322046,2.373891698327034,36.236,38.2,69.13244009017944
6,2.286876071749441,2.2907589089338947,39.418,40.56,67.38455867767334
7,2.165642145039785,2.1707985864323414,41.944,43.12,66.45671105384827
8,2.062849646334148,2.144224718877464,44.342,43.53,69.01434469223022
9,1.9589526131939705,2.077426412302977,46.656,44.99,72.23806524276733
10,1.8685628860198018,1.9826860792317968,48.592,47.67,72.56409358978271
11,1.793800754315408,2.003303817882659,50.376,47.34,67.3268449306488
12,1.714471447955617,1.9447137428696748,51.958,48.42,68.50294804573059
13,1.638029161164218,1.8981644036663565,53.77,49.56,67.09831857681274
14,1.580636383246278,1.9316687993942552,55.324,49.31,71.3516104221344
15,1.5097052189700133,1.8910445673450542,56.744,50.9,67.82687592506409
16,1.4449569648489013,1.905374171627555,58.512,50.86,69.18298244476318
17,1.3865381737651727,1.8755364220613127,59.9,51.15,67.88193130493164
18,1.3284701650099986,1.927527079916304,61.444,50.76,67.15446043014526
19,1.2720338544424843,1.9638620425181783,62.766,50.87,68.35296368598938
20,1.2189066513724949,1.9610402781492586,64.072,51.19,74.47283816337585
