Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,3.804667608512332,3.37884245252913,11.728,19.49,70.38603639602661
2,3.18401172978189,2.9396364294039974,21.296,27.03,63.46958565711975
3,2.863559426249141,2.783226301715632,27.126,29.59,66.37129735946655
4,2.644969540483811,2.6470491597606878,31.644,32.68,69.21334528923035
5,2.4795388093080057,2.4181705986618236,35.262,38.0,68.0889401435852
6,2.3307753522377794,2.4208074633482917,38.382,37.25,67.2533667087555
7,2.209215874562178,2.2367261162229406,40.968,41.82,69.44243121147156
8,2.0988470404349324,2.1275237153290183,43.208,44.14,68.36885905265808
9,2.005596806021298,2.0587241459803978,45.576,45.77,64.41862726211548
10,1.9078055396104407,2.037371422834457,47.702,46.32,68.94442510604858
11,1.8262107291489915,2.003837163281289,49.596,47.51,66.59118247032166
12,1.7482085389554347,1.9722652632719393,51.444,47.71,69.9057149887085
13,1.6795299557011452,1.9160634628526725,53.102,49.7,68.7749719619751
14,1.6037870677535797,1.9578802114839007,54.502,49.02,65.81380605697632
15,1.534587941130104,1.9608582265817436,56.178,48.94,68.21561026573181
16,1.4707653790788577,1.9404590972669564,57.826,50.06,66.89759945869446
17,1.4118280436681665,1.9528340503668329,59.244,50.18,65.14247703552246
18,1.3580432461045893,1.9190887030522534,60.404,51.12,67.22431564331055
19,1.2950390889059247,1.954221384540485,62.214,51.36,68.75275135040283
20,1.2403175016803205,1.99555935297802,63.814,51.39,70.08016061782837
