Epoch,Test Acc Mean,Test Acc Std
1,47.525999999999996,0.876118713417307
2,54.644000000000005,0.7237292311355126
3,59.178,1.0614593727505555
4,63.052,0.4869250455665647
5,65.316,1.2101008222458167
6,67.22999999999999,0.6674728458896264
7,68.474,1.3351793886965135
8,69.854,0.93459295952837
9,70.72,1.1350242288162824
10,71.30999999999999,0.7577862495453412
11,71.804,0.5709150549775319
12,72.514,0.6719404735540206
13,72.654,1.014861566914425
14,73.21799999999999,0.3527265229607796
15,73.766,0.7923029723533802
16,74.136,0.5907825319015447
17,74.13,0.6986272253498259
18,74.626,0.7619868765274108
19,74.566,1.3540546517773944
20,75.21000000000001,0.6268652167731102
