Epoch,Test Acc Mean,Test Acc Std
1,18.360000000000003,1.316419386062056
2,24.433999999999997,0.314617227754616
3,29.45,0.9629122493768577
4,32.748000000000005,0.5055452502002166
5,35.403999999999996,0.4317684564671223
6,37.742,1.3869015826654756
7,39.178,1.0475380661341143
8,41.07,0.656840924425391
9,42.424,0.7003313501479155
10,43.45,0.6983981672369985
11,44.264,0.9937122319867043
12,45.30800000000001,0.6390743305750896
13,46.382,0.3610207750254822
14,46.13,0.9168860343575973
15,46.812,1.100988646626294
16,47.918000000000006,0.48076605537412953
17,47.55800000000001,0.4457981606063446
18,48.366,0.7214319094689402
19,48.141999999999996,0.6059834981251568
20,48.904,0.4978192443045961
