Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,1.7238599214018608,1.3645573258399963,36.904,50.47,30.96728014945984
2,1.3742354931880016,1.1460988909006118,50.306,59.46,30.556241512298584
3,1.213805583666782,1.0031458765268326,56.486,64.59,30.4507257938385
4,1.111641366262825,0.9483868762850761,60.374,66.57,30.40990114212036
5,1.0547576373328968,0.8844521373510361,62.654,68.79,30.45789647102356
6,1.008269657285846,0.8786041527986527,64.15,68.79,30.37963581085205
7,0.9740368349819767,0.8237553223967552,65.664,71.17,30.567265272140503
8,0.940737644932708,0.8041380003094674,66.698,71.95,30.491663932800293
9,0.9197976102634352,0.8015631198883056,67.57,71.66,30.454586267471313
10,0.9038841231745116,0.774886104464531,68.096,73.45,30.892322540283203
11,0.8922121613001337,0.7886417403817176,68.634,72.71,30.477880477905273
12,0.8639695787308167,0.7616548404097557,69.764,73.39,30.505937576293945
13,0.8572941860374139,0.7512679934501648,69.906,74.15,30.74655842781067
14,0.8486150275079571,0.7438859015703201,69.95,74.11,30.52480983734131
15,0.8350936767398095,0.765799181163311,70.628,73.76,30.53727912902832
16,0.8363814965194586,0.7285388886928559,70.704,74.64,30.467079401016235
17,0.8176848535635033,0.7330907173454762,71.458,74.66,30.436812162399292
18,0.808307555561163,0.7316127374768258,71.656,74.84,30.41342544555664
19,0.8055582381024653,0.708186274766922,71.846,75.56,30.4227397441864
20,0.8113155684300831,0.7138609334826469,71.634,75.2,30.920741319656372
