Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.534249086769259,4.302526664733887,2.474,6.46,33.245301723480225
2,4.171345589112263,3.938758611679077,6.434,10.36,31.286745071411133
3,3.9444694397400837,3.7474298596382143,9.448,13.47,31.722483158111572
4,3.770291060817485,3.6004701614379884,12.354,15.43,31.57388424873352
5,3.6394273310291525,3.4613648772239687,14.558,18.11,31.60262632369995
6,3.536249520827313,3.382245349884033,16.126,19.82,31.811437845230103
7,3.439120718411037,3.2777387142181396,17.918,21.16,31.871758937835693
8,3.3586548226220265,3.1937875509262086,19.066,23.25,31.869378089904785
9,3.280948439422919,3.099535310268402,20.536,24.33,31.833351373672485
10,3.223653158363031,3.0115788102149965,21.544,26.5,31.838905572891235
11,3.180725625583104,2.9663958311080934,22.202,27.28,31.228574514389038
12,3.1267991114635856,2.8931597232818604,23.352,28.82,30.93244457244873
13,3.0853234699794223,2.8649593949317933,24.06,29.53,31.179944276809692
14,3.0401884439040203,2.804735267162323,25.074,30.09,30.800666570663452
15,3.001763947156011,2.7693259716033936,25.57,31.28,31.253271102905273
16,2.9696906245484644,2.711546552181244,26.404,32.16,31.146713972091675
17,2.9356592334046656,2.6935478806495667,27.018,32.55,31.251476526260376
18,2.8897299790868956,2.641050362586975,27.772,33.37,31.125691652297974
19,2.8479450235561448,2.606750798225403,28.604,34.98,31.057210683822632
20,2.821023865621917,2.5627251505851745,29.034,34.93,32.204681158065796
