Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.202886895257599,3.760960328578949,5.952,13.77,29.961740493774414
2,3.7084064313343594,3.4108376502990723,13.16,19.35,29.784386157989502
3,3.4527799596591873,3.1900562763214113,17.364,23.33,29.625468492507935
4,3.307731494611623,3.037157213687897,19.918,26.01,29.62471342086792
5,3.197451790984796,2.9236292719841,21.87,27.52,29.54766011238098
6,3.122509160820319,2.866157078742981,23.214,29.16,29.63524317741394
7,3.056150416938626,2.792515420913696,24.394,30.28,29.608452320098877
8,2.9953853500132657,2.699486565589905,25.394,32.27,29.631200790405273
9,2.933057120868138,2.6423728108406066,26.832,33.54,29.63078212738037
10,2.890976217328286,2.643701767921448,27.67,33.0,29.946788549423218
11,2.839726980851621,2.5289788007736207,28.728,35.94,29.615417003631592
12,2.799552343329605,2.513485109806061,29.514,36.31,29.76275873184204
13,2.7775371244975497,2.4858837962150573,29.772,35.9,29.574455499649048
14,2.7368753418630485,2.459685468673706,30.474,36.61,29.674384117126465
15,2.711000603072497,2.4584752678871156,31.068,36.89,29.73203134536743
16,2.6886545346707713,2.4636603474617003,31.496,37.22,29.764566898345947
17,2.673534626863441,2.4218945026397707,31.724,37.71,29.77015519142151
18,2.6504198726342647,2.3839977383613586,32.316,38.56,29.690722227096558
19,2.6292042367312374,2.3609642148017884,32.988,39.13,29.57468318939209
20,2.6207800787322375,2.371190869808197,32.92,39.0,29.889236450195312
