Epoch,Test Acc Mean,Test Acc Std
1,13.782,0.3624030904945484
2,20.189999999999998,0.7140588211064971
3,23.828,0.4637413071961566
4,25.992,0.8205705332267308
5,28.112000000000002,0.44106235386847464
6,29.782,0.6260159742370792
7,31.147999999999996,0.825673058782954
8,32.542,0.6274838643343738
9,33.598,0.869790779440664
10,34.147999999999996,0.7889588075432076
11,35.366,0.6521226878433236
12,35.704,0.5570134648282765
13,36.3,0.7437472689025493
14,36.89,1.0242070103255487
15,37.25,0.7056628089959108
16,37.378,0.531691639956845
17,38.144000000000005,0.437611700026403
18,38.510000000000005,0.6423706095393845
19,38.992,0.47801255213644767
20,39.024,0.5443013871009339
