Epoch,Test Acc Mean,Test Acc Std
1,17.584,0.703039116977142
2,24.422,1.0928751072286342
3,29.056,1.073398341716625
4,31.462,0.7525795639000576
5,35.268,0.5128898517225696
6,37.454,0.5822233248505269
7,39.773999999999994,0.6443787706000264
8,40.964,0.7185151355399542
9,41.114,0.6651496072313363
10,42.458,0.6876743415309314
11,43.502,1.0179273058524372
12,44.28,0.710436485549553
13,45.684000000000005,0.7055380925222962
14,45.594,1.3363322940047524
15,46.41199999999999,0.8126352195173439
16,46.916,0.2755793896502404
17,47.146,1.0777123920601457
18,47.650000000000006,0.5712792662087438
19,47.827999999999996,0.5877890778161835
20,48.196000000000005,0.18757398540309406
