Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.533002215988782,4.2985687255859375,2.548,5.89,29.803974628448486
2,4.1656816492275315,3.92876250743866,6.468,10.28,29.55505084991455
3,3.9399686881474087,3.7475853085517885,9.642,14.04,29.278310537338257
4,3.7744773577670663,3.578782021999359,12.456,16.42,29.18630313873291
5,3.645080196614168,3.4765923857688903,14.29,17.91,29.279808282852173
6,3.535072662392441,3.3837989568710327,16.064,19.07,29.18852424621582
7,3.4442241264849294,3.272670364379883,17.672,21.44,29.247192859649658
8,3.359422153356124,3.148547887802124,18.97,24.07,29.166189670562744
9,3.2897649127609876,3.0613459825515745,20.276,25.54,29.390973567962646
10,3.2292929084933535,3.0204359531402587,21.54,25.98,29.6168212890625
11,3.18182343609479,2.946298861503601,22.288,27.64,29.610973358154297
12,3.1231921959896476,2.9017040014266966,23.43,28.45,29.208847761154175
13,3.084288730913279,2.8563202261924743,24.11,29.39,29.5066499710083
14,3.0565823900456333,2.806263744831085,24.874,29.8,29.17883324623108
15,3.026736174310957,2.760021078586578,25.216,31.5,29.261154174804688
16,2.9821683898264046,2.7267852902412413,26.042,31.65,29.286691665649414
17,2.9448968439686056,2.6728471517562866,26.944,33.16,29.193868160247803
18,2.905926064569123,2.663410782814026,27.404,33.54,29.244542837142944
19,2.8723104389346377,2.599274444580078,28.112,34.19,29.222790718078613
20,2.832580792660616,2.562518000602722,28.898,35.32,29.949231386184692
