Epoch,Test Acc Mean,Test Acc Std
1,5.186000000000001,0.5415754795040116
2,9.844,0.20895932618574356
3,13.368,0.31568338568888943
4,15.863999999999999,0.35477316696728867
5,17.248,0.23455489762526818
6,18.985999999999997,0.5612343539021822
7,20.541999999999998,0.6070716596910115
8,22.556,0.7754895228176841
9,23.62,0.9644272911941054
10,25.522,0.5378996188881341
11,26.462,0.6271331597037426
12,27.732,0.5216665601703832
13,28.558,0.6400124998779316
14,29.637999999999998,0.33582138109417636
15,30.496000000000002,0.5228613582968241
16,31.302,0.5361119286119271
17,32.2,0.596389134709881
18,32.944,0.5418708333173146
19,33.534,0.581329510690796
20,34.378,0.6349929133462814
