Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.518623507752711,4.253805184364319,3.576,6.38,36.68590593338013
2,4.121829626511555,3.9575185537338258,8.158,10.26,37.12079858779907
3,3.9001749778280455,3.769756782054901,11.128,13.23,37.586002349853516
4,3.752131904874529,3.6460171699523927,13.334,15.32,36.88843321800232
5,3.633889845439366,3.5532212018966676,15.022,16.84,36.29954266548157
6,3.546952634441609,3.4736438035964965,16.25,18.42,36.671310901641846
7,3.4725097466488273,3.4110889077186584,17.392,19.22,36.72257852554321
8,3.404679084310726,3.341271531581879,18.628,20.35,36.44088387489319
9,3.343034413396096,3.287011981010437,19.628,21.21,36.18089580535889
10,3.2937763248171126,3.2400819182395937,20.74,21.84,36.22084641456604
11,3.233024621496395,3.2186664223670958,21.582,22.29,36.48177456855774
12,3.1882707537436974,3.16682106256485,22.624,23.28,36.569374561309814
13,3.1440891976259193,3.1314745903015138,23.454,23.87,36.86036467552185
14,3.101086713829819,3.0942615032196046,24.04,24.45,37.02895760536194
15,3.05203547526379,3.0870519042015077,25.026,25.02,36.63612914085388
16,3.0141094752720425,3.0209479093551637,25.738,26.26,36.772783279418945
17,2.9787478617259433,2.992822062969208,26.508,26.64,36.316571950912476
18,2.934942843962689,2.9474848031997682,27.018,27.1,36.45235204696655
19,2.899212367680608,2.9253496646881105,27.752,27.82,36.908751487731934
20,2.866668234066087,2.910829043388367,28.494,27.62,36.4953978061676
