Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.558813192406479,4.300484299659729,3.066,6.16,37.04406428337097
2,4.151425157274518,3.9848868012428285,7.61,9.85,37.32122015953064
3,3.924797912033237,3.8080588459968565,10.674,13.11,36.33798813819885
4,3.7754251129773198,3.683879566192627,12.908,14.97,36.54882097244263
5,3.6584013603171526,3.5924840927124024,14.694,16.04,36.361976623535156
6,3.5676837332394657,3.4962876081466674,16.302,17.84,36.78364706039429
7,3.488160702646995,3.4248281955718993,17.5,18.95,36.58262491226196
8,3.4263124465942383,3.373147261142731,18.46,20.0,36.72669339179993
9,3.3616962189577064,3.321888542175293,19.894,20.62,36.53413939476013
10,3.303655388403912,3.286546528339386,20.642,21.18,36.60004901885986
11,3.2495962867931443,3.2289156317710876,21.686,21.8,36.624078035354614
12,3.20156852566466,3.1862406611442564,22.52,22.39,36.5575532913208
13,3.155914834567479,3.140760350227356,23.326,23.99,36.7484130859375
14,3.108674939797849,3.149141263961792,24.302,23.92,36.82530426979065
15,3.067791515467118,3.071081268787384,24.88,25.18,36.41647720336914
16,3.0275194061045743,3.055123507976532,25.66,26.03,36.596320152282715
17,2.9884902652429073,3.001488506793976,26.264,26.5,36.514689683914185
18,2.943930915423802,3.02423015832901,27.11,25.89,37.401793479919434
19,2.9138956094274717,2.9501363039016724,27.53,27.23,36.94569206237793
20,2.8834537875895596,2.9121814250946043,28.51,28.57,37.29413104057312
