Epoch,Test Acc Mean,Test Acc Std
1,6.523999999999999,0.2896618718437067
2,10.309999999999999,0.32942373927815216
3,13.138,0.41527821999233233
4,15.107999999999999,0.4573576281204891
5,16.349999999999998,0.33394610343586884
6,17.96,0.36916121139686414
7,19.052,0.2032141727340881
8,20.088,0.2879861107761969
9,21.148,0.4812234408255697
10,21.903999999999996,0.5605925436535882
11,22.414,0.4550428551246568
12,23.112000000000002,0.45455032724660965
13,24.054,0.37961032651918153
14,24.288000000000004,0.8178117142716892
15,25.330000000000002,0.37202150475476536
16,25.952000000000005,0.3442905749508693
17,26.474,0.242123935206745
18,26.977999999999998,0.6385107673328614
19,27.683999999999997,0.34144399247900076
20,28.322000000000003,0.7385499306072674
