Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.603660466719647,4.596059107780457,1.0,1.18,31.698004484176636
2,4.593126618132299,4.584286069869995,1.34,1.41,31.064651250839233
3,4.579958219917453,4.566552519798279,1.716,2.35,31.00267004966736
4,4.562196142819463,4.541817998886108,2.252,2.36,30.906733512878418
5,4.536437165980437,4.5068889379501345,2.842,3.05,31.601792335510254
6,4.501727799980008,4.458256649971008,3.416,4.43,31.22854781150818
7,4.45447825412361,4.3931032657623295,4.23,5.88,30.864758491516113
8,4.3900593154284415,4.299179410934448,4.892,6.74,30.94855546951294
9,4.314278242539387,4.20590603351593,5.508,7.53,31.183382749557495
10,4.239402678548073,4.126276230812072,6.252,8.38,31.35728406906128
11,4.185571884622379,4.0680386304855345,6.468,8.68,30.99542260169983
12,4.1378291626365815,4.023430097103119,6.994,9.74,30.7361843585968
13,4.100513609088197,3.9856172680854796,7.568,10.02,30.4698748588562
14,4.070166612158016,3.9565956234931945,7.826,10.7,31.839210271835327
15,4.0402343224505985,3.9212230682373046,8.38,10.87,32.1126549243927
16,4.016042062214443,3.90198438167572,8.768,11.35,31.429231643676758
17,3.992391360049345,3.8645783066749573,9.218,11.99,31.032479763031006
18,3.964048597277427,3.8464694261550902,9.514,12.25,30.90615177154541
19,3.942050357254184,3.8130719661712646,9.872,12.74,30.922492504119873
20,3.9161760904351057,3.7957499742507936,10.278,13.06,31.48691415786743
