Epoch,Test Acc Mean,Test Acc Std
1,47.616,0.8538055984824647
2,53.80800000000001,0.7486895217645285
3,57.726,0.8431037895775341
4,60.85,0.9691026777385352
5,63.08,0.8560841080174294
6,64.976,0.2852086955196146
7,66.79,0.4053146925538225
8,66.92999999999999,0.5533534132902787
9,67.89399999999999,0.6320316447773782
10,68.784,0.7132629248741318
11,68.896,0.475335670868489
12,69.866,0.41624992492492147
13,70.77,0.7940780818030415
14,70.504,0.4121941290217516
15,71.72200000000001,0.9077532704430193
16,71.91799999999999,0.5800482738531334
17,72.11399999999999,0.49313689782858167
18,72.90599999999999,0.5468308696480122
19,72.65799999999999,0.544991743056719
20,72.59199999999998,0.9166984236923293
