Epoch,Test Acc Mean,Test Acc Std
1,47.614,0.9571750101209303
2,53.602,0.4960806386062655
3,58.236000000000004,1.094433186631328
4,61.422000000000004,0.6518097882051169
5,63.50599999999999,0.9673592920936871
6,65.318,0.38300913827218647
7,67.112,0.63050455985663
8,67.764,0.4621947641417007
9,68.606,0.74112347149446
10,69.23599999999999,0.9081541719333766
11,69.846,0.36031097679643304
12,70.354,0.407362246655235
13,71.45,0.3990488691877196
14,71.69399999999999,0.40990730659504093
15,72.514,0.30196688560171236
16,72.622,0.4880737649167398
17,73.04,0.6221253892906136
18,73.348,0.2758550343930699
19,73.348,0.4421945273293171
20,73.542,0.7768500498809279
