Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,2.0111127483601474,1.7524253308773041,26.446,36.31,29.875179529190063
2,1.6777183304027634,1.5209561347961427,38.948,43.99,29.615805625915527
3,1.5420733252350165,1.4160190939903259,43.804,48.85,30.110902309417725
4,1.465321466630819,1.308714210987091,46.988,53.28,29.116670846939087
5,1.3891000857158584,1.2523059248924255,50.162,55.52,28.848748922348022
6,1.315962730621805,1.1652679026126862,52.616,58.62,30.822033405303955
7,1.2661767443832086,1.1131594598293304,54.76,61.07,30.327719926834106
8,1.2168173485872698,1.1064310848712922,56.648,61.78,30.506497859954834
9,1.178068417675641,1.0270021378993988,58.09,64.17,29.204949617385864
10,1.1319975269084075,1.0319370329380035,59.674,64.37,28.64535140991211
11,1.0980543749673026,0.9694614470005035,61.12,66.65,28.991360664367676
12,1.0657144930897926,0.9276065528392792,62.368,68.0,29.395092487335205
13,1.0368131265348317,0.926033866405487,63.282,67.46,29.507087230682373
14,1.018653995528513,0.907121428847313,64.06,68.95,28.701370239257812
15,0.9857422624315534,0.8905065029859542,65.212,69.89,28.646055698394775
16,0.9739936949038992,0.8545529156923294,65.776,71.23,28.95234775543213
17,0.9464398957028681,0.8479979544878006,66.646,71.23,28.95483660697937
18,0.9442670126350559,0.8328002899885177,66.604,71.18,29.632609844207764
19,0.920742814029966,0.8148866444826126,67.538,71.85,28.65397620201111
20,0.9123042937444181,0.7828182131052017,67.906,73.02,29.37443971633911
