Epoch,Test Acc Mean,Test Acc Std
1,36.828,0.9020288243731445
2,44.827999999999996,0.854433145424498
3,49.688,0.6738367754879515
4,52.64,0.8409756239035715
5,55.815999999999995,0.45389866710533405
6,58.146,0.7571948230145258
7,59.71199999999999,0.9243029806291887
8,61.45400000000001,0.9880000000000018
9,63.577999999999996,0.65033529813474
10,64.414,0.4094191006780229
11,66.03599999999999,0.49765851745951406
12,66.59200000000001,0.9508606627682095
13,67.85799999999999,0.5335691145484347
14,68.452,0.4602781767583608
15,69.04400000000001,0.784719058007386
16,70.238,0.6372566202088462
17,70.408,0.5676407314490409
18,71.33800000000001,0.3136494858914954
19,71.844,0.08616263691415353
20,71.924,0.9137089252053919
