Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,1.8375305363110133,1.515660321712494,32.966,44.97,32.10913276672363
2,1.4838734548919055,1.2502480685710906,46.08,55.35,31.682374000549316
3,1.3111404898215313,1.1198590040206908,52.512,60.02,32.31447911262512
4,1.192630444254194,1.0080747812986375,57.256,63.63,31.74937081336975
5,1.1157924161881816,0.9369405895471573,60.23,67.0,31.578564643859863
6,1.0445792906138363,0.9149383515119552,62.798,68.33,31.43068552017212
7,1.0123391522436727,0.8661162108182907,64.242,70.04,31.471996307373047
8,0.9803322967217893,0.834505221247673,65.246,71.25,33.74435758590698
9,0.9399970672568496,0.8185249269008636,66.764,71.6,32.33291721343994
10,0.9088851402000505,0.7984077602624893,67.852,72.12,32.28643250465393
11,0.9039494085068606,0.7829864323139191,67.956,72.43,32.7823007106781
12,0.8815979781199474,0.7839175999164582,68.884,72.98,31.875956535339355
13,0.8723798722636943,0.7661102861166,69.204,73.5,31.498891830444336
14,0.8479645392116235,0.763805142045021,70.214,73.5,31.811514854431152
15,0.831393222419583,0.7540458619594574,70.82,73.81,32.466123819351196
16,0.821264020034245,0.7385777264833451,71.172,74.44,34.19957733154297
17,0.8127908706665039,0.7186574518680573,71.436,74.82,30.930999040603638
18,0.794472017458507,0.7131134003400803,72.154,75.56,31.127725839614868
19,0.7937458425152059,0.725827905535698,72.23,74.76,29.855942964553833
20,0.782164452635512,0.7127560615539551,72.44,75.58,30.465073585510254
