Epoch,Test Acc Mean,Test Acc Std
1,36.802,0.7121348186965729
2,44.474000000000004,0.7429831761217744
3,49.217999999999996,0.936961045081385
4,52.984,0.3053260552262118
5,54.826,0.9887082481703088
6,57.75,0.5155579501860091
7,59.958000000000006,0.701666587490099
8,61.465999999999994,0.6539296598258868
9,63.260000000000005,0.4691694789732163
10,64.154,0.3791886074237965
11,65.54599999999999,0.615941555669041
12,66.44,0.4813730362203536
13,67.742,0.38379161012195434
14,68.408,0.8789402710082215
15,68.982,0.8133978116518412
16,69.81400000000001,0.11200000000000107
17,70.44,0.6363018151789324
18,71.04799999999999,0.48692504556656435
19,71.40599999999999,0.47208473815619056
20,72.18599999999999,0.7051411206276356
