Epoch,Test Acc Mean,Test Acc Std
1,14.568000000000001,0.6611928614254695
2,20.21,0.3492277194038297
3,23.785999999999998,0.3997299088134388
4,26.796,1.2868193346387053
5,29.089999999999996,0.7170495101455688
6,30.881999999999998,0.6838537855419097
7,33.048,0.5882652462962591
8,34.44199999999999,0.7877918506813831
9,36.07600000000001,0.561020498734226
10,37.248,0.517432121152138
11,38.38,0.5140038910358545
12,39.012,0.39035368577739915
13,39.758,0.4738945030278378
14,40.230000000000004,0.23004347415217083
15,40.544,0.518598110293512
16,41.260000000000005,0.7972452571197908
17,42.036,1.1797220011511174
18,42.402,0.5077558468397976
19,42.372,0.45875483648676485
20,42.922000000000004,0.6070057660352159
