Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.123154564779632,3.67463139295578,8.02,13.75,34.35685157775879
2,3.513226793736828,3.3333372116088866,16.274,19.73,37.25133681297302
3,3.2340601779976668,3.118878149986267,21.098,24.09,36.26839280128479
4,3.0401126584228204,3.0073068380355834,24.694,26.13,37.19968795776367
5,2.8809038619605865,2.8758352041244506,27.616,28.24,36.72503876686096
6,2.7480521396714814,2.7879164576530457,30.31,29.97,37.9808075428009
7,2.6207681651018104,2.6775612235069275,32.83,32.59,35.80975890159607
8,2.5194234264140225,2.5624133586883544,34.616,35.08,38.91291880607605
9,2.418430386757364,2.5142229318618776,36.948,35.06,40.028454065322876
10,2.340740181961838,2.479556155204773,38.454,36.88,41.1457040309906
11,2.2581755117494233,2.408562183380127,40.334,38.46,38.9434380531311
12,2.17407106015147,2.365186560153961,42.186,38.8,35.27590823173523
13,2.119189983727981,2.395113134384155,43.134,39.16,35.57830047607422
14,2.050956889074676,2.3408333539962767,44.634,40.28,39.1897132396698
15,1.9847115034959755,2.3734696984291075,46.224,40.29,35.43351769447327
16,1.9192570569563885,2.2836899280548097,47.96,41.51,35.117510080337524
17,1.8537884597875633,2.267182183265686,49.106,42.11,35.200477600097656
18,1.8083532914823415,2.2483219861984254,50.444,42.7,34.98662066459656
19,1.7456184868909874,2.267939293384552,51.568,42.29,35.85251784324646
20,1.6913203061843405,2.2440978407859804,52.956,42.94,35.444366693496704
