Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.116391108960522,3.6881378054618836,8.102,13.94,35.76768660545349
2,3.51377049027657,3.3330152153968813,16.55,19.91,35.4274480342865
3,3.239752414275189,3.1149348974227906,21.19,23.72,35.6042206287384
4,3.0377972612575608,3.067769265174866,24.976,24.96,35.86451554298401
5,2.889078086736251,2.854412317276001,27.404,29.08,35.56921720504761
6,2.7395175281836064,2.708339047431946,30.706,31.48,35.42550015449524
7,2.6207294196498636,2.6826999187469482,32.686,32.2,35.93346571922302
8,2.5109433592582238,2.566977059841156,34.742,34.73,35.99291944503784
9,2.42089390997984,2.492629814147949,36.87,35.9,35.88950443267822
10,2.3260342198975232,2.4799420475959777,38.698,36.79,35.88053846359253
11,2.246928696729699,2.39488570690155,40.27,38.9,35.8156943321228
12,2.1798511147499084,2.4176520705223083,41.916,38.43,35.35643935203552
13,2.09813022248599,2.349010002613068,43.694,39.96,35.392441749572754
14,2.0467505832107697,2.324757969379425,44.966,40.11,35.6785364151001
15,1.9764853496940769,2.3680503129959107,46.396,40.07,35.31687617301941
16,1.9144017076005742,2.296445095539093,48.032,41.67,35.3826379776001
17,1.8602906124932426,2.3789690732955933,49.124,39.96,35.42207336425781
18,1.8004268128044751,2.2899097084999083,50.446,41.99,34.96844506263733
19,1.74473318031856,2.3016199588775637,51.936,42.56,35.69362449645996
20,1.6848981842702748,2.2945757627487184,53.27,42.2,35.26816368103027
