Epoch,Test Acc Mean,Test Acc Std
1,11.166,0.43934496696787173
2,16.39,0.7548774735014953
3,20.353999999999996,0.9173570733362223
4,22.262,0.6592541239916516
5,24.582,0.7709319036075749
6,25.892000000000003,0.5762430042959306
7,27.144,0.8173762903338957
8,27.746,0.769742814191857
9,28.442,0.8106885961946175
10,29.369999999999997,0.3355592347112502
11,30.26,0.7720621736622
12,30.438,0.4787233021276484
13,30.416000000000004,0.8398714187302719
14,30.76,0.7195832127002405
15,31.706,0.5785706525567977
16,31.383999999999997,0.86765430904249
17,32.22,0.5259277516921881
18,32.202,0.6902579228085697
19,32.612,0.6975786693986558
20,32.814,0.6003532293575182
