Epoch,Test Acc Mean,Test Acc Std
1,23.336000000000002,1.3981359018350115
2,28.434000000000005,0.4322314194965469
3,31.353999999999996,1.2428612151000609
4,33.489999999999995,0.797771897223761
5,35.071999999999996,0.9433853931453465
6,36.455999999999996,1.2444211505756406
7,37.788,0.6870050945953742
8,39.342,1.3572825792737475
9,40.446,1.090497134338279
10,41.284,1.8474263178811776
11,42.89,0.8317932435407258
12,43.136,1.413783576082279
13,44.78,0.7875785675092993
14,45.564,1.1170425238100838
15,46.512,0.2998266165636409
16,46.93599999999999,0.8155390855133785
17,47.275999999999996,1.0746273772801433
18,47.764,1.2596602716605771
19,47.964,0.5623379766652795
20,48.794,0.839109051315739
