Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.545873286772747,4.280961227416992,3.222,5.93,33.089409828186035
2,4.13674292272451,3.944213104248047,7.73,10.42,31.660735368728638
3,3.8932263607881508,3.7624416589736938,11.124,12.7,31.619534015655518
4,3.7348190473050487,3.6319779992103576,13.528,15.24,31.455148696899414
5,3.6217114463144418,3.529763734340668,15.258,16.57,31.288608074188232
6,3.5259610560475565,3.4640052318573,16.924,17.97,31.74704885482788
7,3.4531583299442214,3.3829484820365905,17.89,18.82,31.468343496322632
8,3.3862205378863277,3.323243188858032,19.106,20.13,32.21879315376282
9,3.323562203621378,3.2735929012298586,20.28,21.11,31.8915855884552
10,3.2697660290465063,3.2178984880447388,21.082,22.28,31.661036491394043
11,3.2242226673632253,3.1852815747261047,22.01,22.86,31.70858359336853
12,3.170976067075924,3.1586668372154234,23.03,23.62,31.816250324249268
13,3.1276064770562306,3.098585069179535,23.856,24.73,31.56067967414856
14,3.0848439031717727,3.0687901735305787,24.562,25.29,31.76895833015442
15,3.0474069094171328,3.0295325398445128,25.27,26.15,31.790783882141113
16,3.003405235251602,2.9910489201545714,25.974,26.84,31.383675813674927
17,2.9676663048413334,2.991202402114868,26.72,26.74,31.02779722213745
18,2.929320821956712,2.9565197706222532,27.36,27.33,30.81961417198181
19,2.902526697333978,2.9282406687736513,27.818,28.22,30.989012002944946
20,2.8708487457158616,2.881649672985077,28.382,28.88,31.764708518981934
