Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.5491215355542245,4.380016279220581,2.284,4.73,35.980067014694214
2,4.2066000821639085,3.962046802043915,6.114,9.56,34.78587102890015
3,3.9549178249981938,3.7824989318847657,9.688,13.0,34.69793725013733
4,3.792157482127754,3.6172351479530334,12.16,15.6,34.911049365997314
5,3.670441848891122,3.510896599292755,14.074,17.13,34.90465044975281
6,3.5650711205540873,3.3973573565483095,15.716,19.55,34.847496509552
7,3.4750783978676307,3.3385008215904235,17.194,19.97,34.83922243118286
8,3.391511094813444,3.2192368507385254,18.588,22.48,34.71519112586975
9,3.320613938934949,3.1598655462265013,19.896,23.64,34.82126069068909
10,3.263026852996982,3.080767512321472,20.744,25.0,35.55564212799072
11,3.200530400081557,3.0061953544616697,21.96,26.31,34.95062518119812
12,3.149738087946055,2.9216710805892943,22.98,28.09,35.39893364906311
13,3.1030135057410417,2.8986255645751955,23.94,28.48,34.78346610069275
14,3.0625573226383755,2.846150612831116,24.426,29.79,34.847612619400024
15,3.0166303284314213,2.7861956357955933,25.406,31.09,34.747554302215576
16,2.9771012651677036,2.729249382019043,26.04,32.0,35.170981884002686
17,2.9349719967160905,2.6992154479026795,26.664,32.23,36.93658113479614
18,2.89336435892144,2.619480323791504,27.682,33.73,36.30191516876221
19,2.85269055074575,2.6109254717826844,28.46,34.18,35.73950934410095
20,2.814652620529642,2.5730237007141112,28.994,34.99,35.284945487976074
