Epoch,Test Acc Mean,Test Acc Std
1,14.086000000000002,0.2685963514271929
2,20.238,0.26095210288480203
3,23.532,0.5924322746103557
4,26.558,1.074232749454232
5,29.060000000000002,0.8653554183108814
6,31.174,0.6994168999959894
7,32.938,0.16904437287292245
8,33.574000000000005,0.6839473663959836
9,35.99400000000001,0.5877618565371532
10,36.708000000000006,0.7336047982394879
11,38.224000000000004,0.6555181156917009
12,39.13399999999999,0.5649991150435534
13,39.501999999999995,0.3322890308150423
14,40.540000000000006,0.4109501186275542
15,40.434000000000005,0.4226393261399151
16,41.198,0.977699340288208
17,41.564,0.33446076003023134
18,42.212,0.873233073125383
19,42.620000000000005,0.5764720288097237
20,42.898,0.3948366750949046
