Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.113214324931709,3.694872331619263,8.21,13.7,35.725735664367676
2,3.5075414788966275,3.325546181201935,16.43,20.0,35.66217112541199
3,3.244596756234461,3.134089004993439,20.972,23.61,35.736892223358154
4,3.0423391449208164,3.095904231071472,24.742,24.8,35.655548095703125
5,2.882932446440872,2.8879899859428404,27.7,28.58,35.45048213005066
6,2.7384256489422856,2.7024810552597045,30.51,32.07,35.38313889503479
7,2.6204645195785834,2.670713460445404,32.722,32.96,35.632996797561646
8,2.5029160465512956,2.592770349979401,35.356,34.21,35.416160106658936
9,2.402665357200467,2.52054500579834,37.368,35.11,35.518264293670654
10,2.3114133951615314,2.4806143403053285,39.178,36.39,35.830087661743164
11,2.2337908452870896,2.3798272728919985,40.728,38.82,35.53687787055969
12,2.1492005562295717,2.369385373592377,42.488,39.33,35.75711178779602
13,2.074599239290977,2.36934757232666,44.25,39.1,35.52355766296387
14,2.002115860277293,2.3310802578926086,45.732,40.29,35.83995985984802
15,1.9505055121013097,2.301842713356018,46.962,41.02,35.679715156555176
16,1.8878247531092898,2.2759673476219175,48.34,41.54,35.44098448753357
17,1.8312580694957656,2.2799598574638367,49.718,41.18,35.33362555503845
18,1.770987604345594,2.260583734512329,50.958,42.48,35.62375044822693
19,1.7080573512583364,2.2597143054008484,52.688,42.72,35.40740489959717
20,1.645807150675326,2.2635324597358704,53.938,42.6,35.79279160499573
