Epoch,Test Acc Mean,Test Acc Std
1,1.4040000000000001,0.22473095024940376
2,1.932,0.2557655176133014
3,2.73,0.27466343040164637
4,3.066,0.41243666180396726
5,3.7439999999999998,0.12240914998479481
6,4.4879999999999995,0.23429895432971942
7,5.776000000000001,0.5779134883354082
8,6.756,0.6204707889981607
9,7.3420000000000005,0.49889477848540376
10,8.124,0.458501908392975
11,8.954,0.3407403703701691
12,9.614,0.31903604811995795
13,10.272,0.1953867958691168
14,10.737999999999998,0.1907249328221143
15,11.360000000000001,0.21475567512873794
16,11.724,0.1579366961791975
17,12.036,0.19581624038878895
18,12.406,0.2510458125522112
19,12.752,0.1888279640307548
20,13.2,0.44195022344150897
