Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.603317562414675,4.596558618545532,1.142,1.22,35.82088780403137
2,4.5934818569494755,4.585052943229675,1.476,1.98,35.681891202926636
3,4.580703034692881,4.568246936798095,1.94,2.56,35.37445688247681
4,4.561030660356794,4.5423171043396,2.382,3.47,35.002098083496094
5,4.529959065573556,4.498937249183655,3.088,3.94,34.33057117462158
6,4.48156105255594,4.4326142311096195,3.508,4.64,34.10169315338135
7,4.414215715564027,4.347749400138855,4.064,5.19,34.629013538360596
8,4.340715296414434,4.2629989862442015,4.818,6.18,36.08670687675476
9,4.270814545300542,4.183997106552124,5.424,6.97,35.73955535888672
10,4.211688610972191,4.118983244895935,5.98,7.66,35.628801345825195
11,4.15945586866262,4.063666248321534,6.772,9.21,34.87465858459473
12,4.116762565106762,4.017820167541504,7.136,9.69,34.77366614341736
13,4.077223062515259,3.9767149925231933,7.94,10.41,34.692583084106445
14,4.043710153930041,3.939413869380951,8.21,11.01,34.65107440948486
15,4.011341114433444,3.9049723625183104,8.846,11.45,34.732433795928955
16,3.9869611482230987,3.875482642650604,9.184,11.97,34.75184416770935
17,3.959807953056024,3.858916223049164,9.688,11.76,34.99202561378479
18,3.9277318910676606,3.8217875957489014,9.854,12.39,34.87157726287842
19,3.9006919033673344,3.8049941658973694,10.41,12.6,34.75153708457947
20,3.8843854325158254,3.7688758730888368,10.684,13.28,35.90864968299866
