Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.603389331272671,4.59609842300415,0.97,1.12,34.68907856941223
2,4.5924961469611345,4.583599042892456,1.234,1.51,33.81603455543518
3,4.578919765900593,4.565571928024292,1.926,2.3,34.90959191322327
4,4.55920764378139,4.537849807739258,2.452,2.36,35.980947494506836
5,4.5311786106654575,4.499771046638489,2.784,3.77,35.65452456474304
6,4.494616717708354,4.448522353172303,3.776,4.75,34.68093919754028
7,4.443882528616458,4.3744542598724365,4.36,5.98,34.499650955200195
8,4.37439489364624,4.275834059715271,5.088,7.06,34.8604998588562
9,4.294133711834343,4.187008571624756,5.818,7.17,34.93722605705261
10,4.225307240778086,4.108713698387146,6.176,8.05,35.34692120552063
11,4.17296838760376,4.056371545791626,6.626,9.1,35.21383357048035
12,4.1277444459954085,4.010275590419769,7.246,9.59,35.4740571975708
13,4.093239740449555,3.977933478355408,7.78,10.14,35.608033657073975
14,4.06726844456731,3.945368933677673,8.018,10.91,35.70567536354065
15,4.037904442573081,3.9140846371650695,8.42,11.28,35.630751848220825
16,4.01115049634661,3.887642025947571,8.64,11.69,35.65450620651245
17,3.9815837631420212,3.860785222053528,9.312,11.9,35.385250091552734
18,3.9607467432411347,3.8353869676589967,9.608,12.18,35.41570687294006
19,3.933217549810604,3.8111570119857787,10.06,12.82,34.95900368690491
20,3.913686000570959,3.792958116531372,10.282,12.88,35.655152559280396
