Epoch,Test Acc Mean,Test Acc Std
1,13.136000000000001,0.3554490118146345
2,20.034,0.7764946876830514
3,25.106,0.9590328461528316
4,28.183999999999997,0.8275892701092744
5,30.796,0.8223770424811231
6,32.946,1.0074442912637913
7,34.638,0.7866231626388844
8,35.922000000000004,0.6030058042838389
9,36.968,0.9223968777050349
10,37.676,1.1177584712271247
11,38.578,0.9455453452902205
12,39.308,1.1226646872508288
13,39.878,0.9134418427026432
14,40.333999999999996,0.7300575319795007
15,40.872,0.7203165970599316
16,41.028,0.8714677274575339
17,41.55,0.9438855862868136
18,41.838,0.9407103698801244
19,42.206,1.1275566504615187
20,42.73799999999999,1.0857513527507132
