Epoch,Test Acc Mean,Test Acc Std
1,44.33,0.9836666101886358
2,50.826,1.0760037174656978
3,55.422000000000004,0.6628242602681351
4,58.33,1.060735593821571
5,60.676,0.8205022851887726
6,62.416,0.8292792050931933
7,64.124,0.7202943842624348
8,64.708,0.5904371262039654
9,66.01599999999999,0.6034765944094255
10,67.178,0.6548098960767198
11,67.044,0.7310978046745846
12,68.216,0.6343689778039303
13,68.576,0.3906200199682537
14,68.428,0.44454021190438936
15,68.946,0.34863161072972376
16,69.236,1.1509231077704545
17,69.72200000000001,0.7048233821320046
18,69.718,0.38788658136110277
19,70.09,0.13971399357258046
20,70.58,0.7271313498949131
