Epoch,Test Acc Mean,Test Acc Std
1,44.448,0.57762963912874
2,50.488,1.4024179120362101
3,55.30799999999999,1.4410745990405893
4,57.622,0.3385498486190778
5,60.92,1.1196606628796075
6,62.464,0.5978160252117695
7,64.21000000000001,0.844488010572084
8,65.28400000000002,0.8935457458910532
9,66.664,1.047847317122112
10,67.02799999999999,0.6571879487635176
11,67.494,0.7376340556129429
12,68.488,0.6428187925068761
13,68.82400000000001,0.49645140749120864
14,69.174,0.684473520305938
15,70.02799999999999,0.6072692977584135
16,70.03,0.8403570669661792
17,70.058,0.7909841970608511
18,70.78400000000002,0.5838355932966052
19,70.922,0.43563287295611836
20,70.97,0.478204976971176
