Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,1.8597991150252673,1.5002301633358002,31.876,45.19,32.81484341621399
2,1.5466442740693385,1.329404252767563,43.548,52.11,32.45317244529724
3,1.4372725109664761,1.2253795683383941,47.894,55.5,32.212108850479126
4,1.3455072385924203,1.1818679451942444,51.296,57.33,32.488012075424194
5,1.263479358079482,1.0862838268280028,54.252,61.56,31.668694019317627
6,1.2081328156043072,1.0595604091882707,56.716,62.72,31.59795880317688
7,1.1859529529299055,1.042712676525116,57.688,63.31,31.673706531524658
8,1.158457376519028,1.0273681670427321,59.02,64.22,32.174837827682495
9,1.1231627032464864,0.993876987695694,60.382,65.46,33.7587103843689
10,1.099990881219202,0.9695258527994156,60.882,65.9,33.74110150337219
11,1.0704200079246444,0.9417841583490372,62.374,67.34,32.88544988632202
12,1.0485144221052831,0.9273109793663025,63.03,67.7,32.35415196418762
13,1.0209337253959812,0.8944360166788101,64.248,69.29,32.531174182891846
14,1.0079700679195172,0.9008230596780777,64.49,68.67,32.41949915885925
15,0.990129887449498,0.8541958898305893,65.178,70.77,32.49262475967407
16,0.981175383134764,0.8598662614822388,65.57,70.67,32.520267486572266
17,0.9613582309411497,0.8268908143043519,66.332,71.44,32.550360679626465
18,0.9607587170844175,0.8392817288637161,66.458,71.35,32.44329571723938
19,0.9554392798822753,0.8549293130636215,66.66,70.9,32.42049264907837
20,0.9438689612612432,0.825766384601593,67.002,71.79,32.828930139541626
