Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,1.8975223643439156,1.5224281251430511,30.908,44.9,34.35783529281616
2,1.5568528382145628,1.3701413333415986,43.152,50.08,34.38153433799744
3,1.4279368264334542,1.2332264482975006,48.092,55.56,31.53063178062439
4,1.342206441626257,1.1667311787605286,51.588,57.31,37.895867347717285
5,1.2606166284911486,1.074996766448021,54.706,61.05,39.14751410484314
6,1.208141803741455,1.0279948949813842,56.874,63.4,36.3055522441864
7,1.1666624138549881,1.021203488111496,58.128,63.94,35.926509141922
8,1.1193328822145656,0.974026370048523,60.352,65.88,31.85525417327881
9,1.1085190341180684,0.9218602150678634,60.888,68.14,31.55070686340332
10,1.0669409048800567,0.9251377731561661,62.368,67.25,31.7705340385437
11,1.0438252681372118,0.9155776083469391,63.116,68.24,31.798069953918457
12,1.0290707422762502,0.8981948673725129,63.724,69.36,31.838249444961548
13,1.0191876213161313,0.8840743362903595,64.18,68.78,32.19682240486145
14,0.9953432192607802,0.8698223650455474,64.964,70.48,32.34987497329712
15,0.9841445751336156,0.90954030752182,65.46,69.11,32.726195335388184
16,0.9954111953170932,0.859393960237503,64.958,69.19,32.573347330093384
17,0.972650828410168,0.880223473906517,66.062,69.76,32.498310804367065
18,0.9607974199616179,0.8434379279613495,66.306,70.45,32.5178108215332
19,0.9513311392190505,0.8597727566957474,66.73,70.38,32.492472648620605
20,0.9675080837035666,0.8500369906425476,66.016,71.04,32.57285165786743
