Epoch,Test Acc Mean,Test Acc Std
1,1.4040000000000001,0.20915066339842192
2,1.972,0.25340876070096713
3,2.7979999999999996,0.27110145702301197
4,3.0919999999999996,0.4220616068774795
5,3.806,0.14513442045221384
6,4.568,0.2269273011340856
7,5.811999999999999,0.5367830101633247
8,6.822,0.6182685500654228
9,7.426,0.562942270574879
10,8.187999999999999,0.4451247016286556
11,9.014,0.32246550203083785
12,9.712,0.28999310336626993
13,10.306,0.2123770232393326
14,10.784,0.23208619088605828
15,11.335999999999999,0.24976789225198653
16,11.802000000000001,0.14620533505997646
17,12.026,0.13275541420220893
18,12.468,0.22938177782901584
19,12.736,0.15304901175767208
20,13.232,0.39554519337238814
