Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,3.955710940958594,3.545532776291963,9.462,15.34,69.20446991920471
2,3.444624352638069,3.150431396095616,17.074,21.65,61.5608766078949
3,3.1536566433699234,2.9366732995221567,22.254,26.44,62.53684711456299
4,2.940053564508248,2.764813568941347,26.204,29.79,71.53206849098206
5,2.7591360984251017,2.555547571485969,29.934,34.52,61.47127985954285
6,2.583673651870864,2.477437513649084,33.28,36.17,61.54590940475464
7,2.45830954767554,2.284076743065172,35.712,40.15,61.68488574028015
8,2.341027872641678,2.249007126328292,38.196,41.06,63.58735251426697
9,2.2413142539960953,2.2227145106929123,40.596,42.04,66.30460786819458
10,2.1475675516116346,2.141897988167538,42.762,42.82,64.30609059333801
11,2.059489871229967,2.0736571147942997,44.5,44.78,62.103999853134155
12,1.9637205000118831,2.003173762825644,46.674,46.82,63.901447772979736
13,1.90013737477305,1.9555709483517203,48.09,48.23,62.98430633544922
14,1.810640002455553,1.9287548672621417,49.972,48.5,61.98461723327637
15,1.7409625663171948,1.923593862800841,51.544,49.18,61.12719416618347
16,1.6741527279319666,1.9156232449659116,53.184,49.78,61.20711135864258
17,1.588609386130672,1.899320439168602,55.308,50.43,61.63492298126221
18,1.536908356658638,1.8579508863436949,56.352,51.33,60.29011249542236
19,1.4711203447845587,1.8480011763846038,57.952,52.19,60.02217102050781
20,1.403539164063266,1.91714011483891,59.452,50.83,64.84934425354004
