Epoch,Test Acc Mean,Test Acc Std
1,23.348,1.3142206816208606
2,28.386000000000003,1.0745901544309815
3,31.131999999999998,1.2658815110427977
4,33.602,0.7232537590638582
5,34.968,0.3196498083841122
6,36.608000000000004,0.651195823082427
7,38.154,0.4176409941564639
8,39.876,0.8832123187546687
9,40.22,0.9846217547870858
10,41.967999999999996,0.9934062613050102
11,42.696000000000005,0.8722981141788638
12,43.43,1.0134100848126586
13,45.184,0.844881056717455
14,44.69199999999999,1.8837239712866616
15,45.45399999999999,0.9460782208675994
16,46.846,0.19458674158328387
17,47.574,0.2755793896502424
18,47.748,0.49215444730287594
19,48.458,0.9587366687469496
20,49.086,0.7350265301334363
