Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.041025735894028,4.556114768981933,8.456,7.38,38.2798969745636
2,3.6005918347105688,3.5301860570907593,14.516,16.72,39.10621500015259
3,3.3555215426853726,3.2471494913101195,18.832,21.33,38.16370677947998
4,3.1535886015210832,3.086565351486206,22.398,24.52,37.44091296195984
5,2.987746786098091,2.9315689325332643,25.722,27.53,37.80115818977356
6,2.8293395942571213,2.7695568799972534,28.812,30.8,37.55499339103699
7,2.693396444223365,2.6891335129737852,31.246,32.45,37.45107841491699
8,2.559876950419679,2.6059534311294557,33.74,33.74,37.64714503288269
9,2.4506635787535687,2.5317227959632875,36.114,35.53,37.755797147750854
10,2.349135617820584,2.4318076729774476,38.272,37.47,37.56378102302551
11,2.246411922026654,2.449965226650238,40.546,38.16,37.822736740112305
12,2.1635649715151106,2.3268699288368224,42.364,40.58,37.78011655807495
13,2.0602110928418687,2.324883794784546,44.514,40.97,37.76774191856384
14,1.9845212418205884,2.330779767036438,46.22,41.21,37.77370476722717
15,1.906384599452116,2.2426496505737306,48.004,42.82,37.011592864990234
16,1.8341819838601716,2.2095625400543213,49.476,43.71,36.88232064247131
17,1.7610205959300607,2.2435774922370912,51.034,43.05,36.75776481628418
18,1.704632735982233,2.211160445213318,52.22,44.2,37.67487144470215
19,1.6358035912319107,2.202699100971222,54.116,44.62,38.91407322883606
20,1.5554357146730229,2.1951428294181823,55.94,44.87,38.51275825500488
