Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.035618570386147,4.803205060958862,8.424,7.41,38.18650794029236
2,3.5958696117206497,3.613163948059082,14.638,15.34,37.40725755691528
3,3.3396414007459367,3.2329642534255982,19.028,21.85,37.54334354400635
4,3.1351481335503713,3.069973349571228,22.896,24.58,37.44434380531311
5,2.9697603279230544,2.891816031932831,25.76,27.9,37.6148579120636
6,2.822309131525001,2.7840714931488035,28.864,30.12,37.94991898536682
7,2.690698137088698,2.683017873764038,31.23,32.61,37.54133367538452
8,2.5604712622506276,2.6767735958099363,33.676,33.56,37.53226590156555
9,2.454280972480774,2.584352707862854,36.234,34.35,37.318044900894165
10,2.3525047642844066,2.4600199818611146,37.976,37.27,37.1004958152771
11,2.2442252976553783,2.3885822772979735,40.31,38.84,36.797280073165894
12,2.1597802468708585,2.3834323048591615,42.154,39.14,37.92388415336609
13,2.0736379440949886,2.3718963384628298,44.15,40.07,39.224053621292114
14,2.0119792892008412,2.3247434854507447,45.48,40.93,38.39999866485596
15,1.9306394482145504,2.3476048827171327,47.37,40.37,37.5027232170105
16,1.8418601799984367,2.257808172702789,49.288,42.53,37.93559694290161
17,1.7627006793508724,2.2545483112335205,51.256,43.16,37.564858198165894
18,1.6873533458125836,2.244754946231842,52.804,44.0,37.362584590911865
19,1.6341527603110488,2.231983852386475,53.96,44.42,37.609723806381226
20,1.5609776292528426,2.2469743847846986,55.676,44.79,37.218390464782715
