Epoch,Test Acc Mean,Test Acc Std
1,7.442,0.713537665438903
2,16.351999999999997,0.5838287420125867
3,21.188000000000002,0.3884533434017527
4,24.666,0.2416278129686243
5,26.998,0.6196256934634008
6,29.764000000000003,0.6723273012454575
7,31.918000000000006,0.5924660327816276
8,33.536,0.3889267283178158
9,35.206,0.7625640956667181
10,37.044,0.4917560370752981
11,38.372,0.681157837802666
12,39.69,0.6835788176940524
13,40.884,0.6041721608945573
14,41.216,0.5326011640993668
15,41.745999999999995,0.9973685377030906
16,42.876000000000005,0.44531337280616207
17,43.254,0.7273128625289134
18,43.738,0.4923575936247971
19,44.758,0.5122655561327547
20,44.928000000000004,0.26925081244074395
