Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.274542988563071,3.8838615894317625,5.322,10.75,30.120661735534668
2,3.8062518494469777,3.5110743641853333,11.25,16.83,29.955825567245483
3,3.5974262222951774,3.363172197341919,14.64,18.86,30.187623739242554
4,3.470381668635777,3.20978981256485,16.646,22.08,29.77790927886963
5,3.3697025046056632,3.1079554319381715,18.554,23.34,29.574237823486328
6,3.2936768458814036,3.002959132194519,20.014,25.47,29.44192099571228
7,3.235726497611221,2.9631655693054197,21.154,26.93,30.227794408798218
8,3.1553041083472118,2.901016879081726,22.306,27.95,30.733486652374268
9,3.1131541899272372,2.8659842133522035,23.152,29.12,30.90840744972229
10,3.0608719490012346,2.7973942399024962,23.986,29.79,31.87215495109558
11,3.0127405414775925,2.758230757713318,24.78,30.01,31.15459418296814
12,3.026810337086113,2.7248662233352663,24.766,30.82,30.12954807281494
13,3.000152660875904,2.744043397903442,25.214,30.83,30.090824127197266
14,2.9805702530607885,2.73034588098526,25.558,31.25,30.186506509780884
15,2.9629654616725687,2.6964911580085755,25.748,31.05,30.063952922821045
16,2.95071474143437,2.708062136173248,25.972,31.62,30.237668752670288
17,2.9389749424798146,2.684602379798889,26.092,32.08,30.042991399765015
18,2.897312524367352,2.6365328311920164,26.87,32.74,30.058886289596558
19,2.8911360672542026,2.6353256464004517,27.198,32.82,30.157432079315186
20,2.8641011422994187,2.651827096939087,27.514,32.47,30.853925943374634
