Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.037902416015158,4.980606746673584,8.696,7.19,37.776121377944946
2,3.6020536495714772,3.6150349140167237,14.892,15.67,37.62183594703674
3,3.3515463824174843,3.2273024201393126,18.998,22.0,37.96445083618164
4,3.1578211370779545,3.1095059871673585,22.522,23.78,37.625408411026
5,2.9895850711939285,2.9718082189559936,25.498,26.25,37.91019129753113
6,2.839299357667261,2.866473340988159,28.372,29.21,37.66406869888306
7,2.708558038789399,2.737529158592224,31.016,31.27,37.71435070037842
8,2.599620872614335,2.6669575452804564,33.208,33.18,37.60347628593445
9,2.4790294073065935,2.576631259918213,35.622,34.81,37.59874987602234
10,2.363465730024844,2.4849110007286073,37.934,36.8,37.424747467041016
11,2.266621095793588,2.4454176783561707,40.012,37.62,37.82872533798218
12,2.163690345627921,2.371102011203766,42.034,39.67,37.80170512199402
13,2.0676336884498596,2.3787429332733154,44.11,40.48,37.82568097114563
14,1.9842221870714305,2.2962772727012633,46.188,41.32,37.87634825706482
15,1.8894396777055702,2.278444266319275,48.23,42.52,37.54781365394592
16,1.8111064920620041,2.2076197504997253,49.816,43.96,37.462714195251465
17,1.724881876488121,2.2595425128936766,52.126,43.33,37.781612157821655
18,1.6730136104992457,2.2217985510826113,53.106,44.19,37.76438617706299
19,1.5938633278924592,2.221098256111145,54.918,44.45,37.62022376060486
20,1.529041017804827,2.243829679489136,56.218,44.93,38.10275673866272
