Epoch,Test Acc Mean,Test Acc Std
1,7.522,0.9286420192948412
2,17.220000000000002,0.8532291603080617
3,21.381999999999998,0.4193041855264504
4,24.704,0.531059318720611
5,27.148000000000003,0.46662190261495456
6,29.494,0.2711899703160121
7,31.518,0.56502743296233
8,33.879999999999995,0.705379330573274
9,35.43000000000001,0.4940850129279361
10,36.76800000000001,0.4066152973020066
11,38.5,0.8457895719385539
12,39.706,0.25318767742526366
13,40.848,0.8379594262253999
14,41.641999999999996,0.27447404248853796
15,42.370000000000005,0.4178516483155229
16,43.19799999999999,0.8360956883036775
17,43.794,0.4496042704423521
18,44.364000000000004,0.38593263660903315
19,44.760000000000005,0.34571664698130994
20,45.08,0.6327084636702751
