Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.0369607161502445,4.401970911026001,8.598,8.72,37.70558142662048
2,3.5632974882515107,3.5145931005477906,15.418,17.11,37.87743592262268
3,3.3035466427705726,3.2353103399276733,19.848,21.1,37.61206126213074
4,3.116880008152553,3.045859122276306,23.248,24.58,37.45425009727478
5,2.9414328093431434,2.898570108413696,26.376,27.52,37.7846622467041
6,2.7894107857529,2.8096214056015016,29.352,29.59,37.74754786491394
7,2.6574481385094777,2.7017131805419923,31.826,32.36,37.542858362197876
8,2.533361719579113,2.5713834166526794,34.374,35.18,37.4427011013031
9,2.4168735353314146,2.506635105609894,36.684,35.94,37.95343279838562
10,2.313573275293623,2.4568650484085084,38.994,37.2,37.56833028793335
11,2.202496115042239,2.377423119544983,41.052,39.34,37.49031114578247
12,2.1032382468787993,2.3618014574050905,43.254,39.53,37.62295603752136
13,2.015282446024369,2.26748286485672,45.296,41.54,37.66836595535278
14,1.9468242805831286,2.2702484488487245,46.82,41.57,37.44143271446228
15,1.864867616672905,2.296789753437042,48.952,42.43,37.775644063949585
16,1.800566247531346,2.2727620363235475,50.304,42.39,37.77947783470154
17,1.7178818668637956,2.21190003156662,52.126,44.19,37.37861442565918
18,1.6265362440323343,2.2074186325073244,54.28,43.87,37.72573232650757
19,1.5664350694539595,2.1999355256557465,55.724,44.69,37.38955736160278
20,1.506580261551604,2.2384147703647614,56.964,44.61,37.64838099479675
