Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.025830765159762,4.5743355512619015,8.716,7.42,38.5056254863739
2,3.583735925810678,3.444854259490967,14.886,18.2,38.83875608444214
3,3.3330841940276477,3.2302956581115723,19.26,21.77,40.50572419166565
4,3.1311089238341974,3.0713890552520753,22.702,25.12,46.77762246131897
5,2.963934759704434,2.922847259044647,25.874,27.39,41.61445188522339
6,2.817237905093602,2.7882221937179565,28.68,29.97,38.23827815055847
7,2.6817366274035708,2.7189343929290772,31.554,31.91,38.69759488105774
8,2.5718763872068755,2.6625381827354433,33.646,33.33,40.686596155166626
9,2.4675851695391597,2.551826739311218,35.936,35.67,41.92940616607666
10,2.3684705471505922,2.5011592507362366,38.08,37.05,40.293195962905884
11,2.2503523461672725,2.453472924232483,40.33,38.26,41.4254195690155
12,2.1607664118007737,2.3446870923042296,42.018,39.98,39.412423849105835
13,2.058292511774569,2.3359646677970884,44.368,40.6,39.430912256240845
14,1.9815005307294884,2.294906568527222,46.158,42.07,39.014567136764526
15,1.903796903941096,2.3242454290390016,47.952,41.59,39.122822999954224
16,1.8087326069267429,2.2509045124053957,50.06,43.02,38.75387907028198
17,1.732748266385526,2.2458484172821045,51.642,44.07,38.755234479904175
18,1.6525743469900014,2.2164586544036866,53.778,44.97,37.540550231933594
19,1.5962276981801402,2.1967751026153564,54.94,45.3,37.75557518005371
20,1.5169642932560978,2.2330954313278197,56.9,45.15,37.724536180496216
