Epoch,Test Acc Mean,Test Acc Std
1,36.814,0.7998149786044261
2,44.653999999999996,0.9694039405737944
3,49.144,0.7914947883593423
4,52.955999999999996,0.15602563891873752
5,54.778,0.8572840836035642
6,57.448,0.46066907862368994
7,59.982000000000006,0.7769015381629774
8,61.27,0.643117407632541
9,63.35,0.5923174824365739
10,63.878,0.25261828912412443
11,65.374,0.6032777138267242
12,66.406,0.5911886331789535
13,67.58,0.38351010416936676
14,68.078,0.922223400266985
15,68.878,0.5782525399857722
16,69.50399999999999,0.21923503369671296
17,70.312,0.4345296307503089
18,70.90400000000001,0.4765542991097651
19,71.15,0.6143940103874713
20,71.888,0.6071046038369334
